Points,100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,10 km,15 km,10 Miles,20 km,HM,25 km,30 km,Marathon,100 km
659,,17.13,28.35,46.31,1:05.64,1:13.78,56.86,2:00.95,4:34.59,1:49.64,2:32.13,3:18.65,5:18.23,5:42.16,7:17.91,8:17.31,11:30.53,13:24.23,12:23.56,19:56.89,42:18.03,42:35,1:05:04,1:10:03,1:27:57,1:32:59,1:52:47,2:18:44,3:24:35,9:22:20
658,13.85,17.14,28.36,46.34,1:05.68,1:13.83,56.89,2:01.02,4:34.75,1:49.70,2:32.20,3:18.75,5:18.40,5:42.34,7:18.14,8:17.60,11:30.92,13:24.76,12:23.98,19:57.58,42:19.52,42:36,1:05:06,1:10:06,1:28:00,1:33:02,1:52:51,2:18:50,3:24:43,9:22:41
657,13.86,17.15,28.38,46.36,1:05.71,1:13.87,56.92,2:01.09,4:34.91,1:49.75,2:32.27,3:18.85,5:18.57,5:42.52,7:18.38,8:17.90,11:31.31,13:25.30,12:24.40,19:58.26,42:21.01,42:37,1:05:09,1:10:08,1:28:03,1:33:05,1:52:55,2:18:55,3:24:51,9:23:02
656,,17.16,28.39,46.38,1:05.74,1:13.91,56.96,2:01.16,4:35.06,1:49.81,2:32.35,3:18.95,5:18.74,5:42.70,7:18.62,8:18.19,11:31.69,13:25.83,12:24.82,19:58.95,42:22.50,42:39,1:05:11,1:10:11,1:28:06,1:33:09,1:53:00,2:19:00,3:24:59,9:23:23
655,13.87,17.17,28.4,46.41,1:05.78,1:13.96,56.99,2:01.23,4:35.22,1:49.87,2:32.42,3:19.05,5:18.91,5:42.88,7:18.86,8:18.48,11:32.08,13:26.37,12:25.24,19:59.64,42:24.00,42:40,1:05:13,1:10:13,1:28:10,1:33:12,1:53:04,2:19:05,3:25:07,9:23:44
654,13.88,17.18,28.42,46.43,1:05.81,1:14.00,57.02,2:01.30,4:35.37,1:49.92,2:32.50,3:19.15,5:19.07,5:43.06,7:19.09,8:18.77,11:32.47,13:26.91,12:25.66,20:00.33,42:25.49,42:42,1:05:15,1:10:16,1:28:13,1:33:15,1:53:08,2:19:10,3:25:15,9:24:05
653,,17.19,28.43,46.45,1:05.84,1:14.04,57.05,2:01.36,4:35.53,1:49.98,2:32.57,3:19.25,5:19.24,5:43.24,7:19.33,8:19.06,11:32.86,13:27.45,12:26.08,20:01.01,42:26.98,42:43,1:05:18,1:10:18,1:28:16,1:33:19,1:53:12,2:19:15,3:25:23,9:24:26
652,13.89,17.2,28.44,46.48,1:05.88,1:14.08,57.08,2:01.43,4:35.69,1:50.04,2:32.65,3:19.35,5:19.41,5:43.42,7:19.57,8:19.35,11:33.25,13:27.98,12:26.50,20:01.70,42:28.48,42:45,1:05:20,1:10:20,1:28:19,1:33:22,1:53:16,2:19:21,3:25:31,9:24:47
651,,17.21,28.45,46.50,1:05.91,1:14.13,57.11,2:01.50,4:35.84,1:50.09,2:32.72,3:19.45,5:19.58,5:43.61,7:19.81,8:19.64,11:33.64,13:28.52,12:26.92,20:02.39,42:29.98,42:46,1:05:22,1:10:23,1:28:22,1:33:25,1:53:20,2:19:26,3:25:39,9:25:08
650,13.9,17.22,28.47,46.52,1:05.95,1:14.17,57.14,2:01.57,4:36.00,1:50.15,2:32.80,3:19.55,5:19.75,5:43.79,7:20.05,8:19.94,11:34.02,13:29.06,12:27.35,20:03.08,42:31.48,42:48,1:05:25,1:10:25,1:28:25,1:33:28,1:53:24,2:19:31,3:25:48,9:25:29
649,13.91,17.23,28.48,46.55,1:05.98,1:14.21,57.18,2:01.64,4:36.16,1:50.21,2:32.87,3:19.65,5:19.92,5:43.97,7:20.28,8:20.23,11:34.41,13:29.60,12:27.77,20:03.77,42:32.97,42:49,1:05:27,1:10:28,1:28:28,1:33:32,1:53:28,2:19:36,3:25:56,9:25:49
648,,17.24,28.49,46.57,1:06.01,1:14.26,57.21,2:01.71,4:36.32,1:50.26,2:32.95,3:19.75,5:20.09,5:44.15,7:20.52,8:20.52,11:34.80,13:30.14,12:28.19,20:04.46,42:34.48,42:51,1:05:29,1:10:30,1:28:31,1:33:35,1:53:32,2:19:41,3:26:04,9:26:10
647,13.92,,28.51,46.59,1:06.05,1:14.30,57.24,2:01.78,4:36.47,1:50.32,2:33.02,3:19.85,5:20.26,5:44.33,7:20.76,8:20.81,11:35.19,13:30.68,12:28.61,20:05.15,42:35.98,42:52,1:05:31,1:10:33,1:28:34,1:33:38,1:53:36,2:19:47,3:26:12,9:26:32
646,13.93,17.25,28.52,46.62,1:06.08,1:14.34,57.27,2:01.85,4:36.63,1:50.38,2:33.10,3:19.95,5:20.43,5:44.52,7:21.00,8:21.11,11:35.58,13:31.22,12:29.04,20:05.84,42:37.48,42:54,1:05:34,1:10:35,1:28:38,1:33:42,1:53:41,2:19:52,3:26:20,9:26:53
645,,17.26,28.53,46.64,1:06.12,1:14.38,57.30,2:01.92,4:36.79,1:50.43,2:33.17,3:20.05,5:20.60,5:44.70,7:21.24,8:21.40,11:35.97,13:31.76,12:29.46,20:06.54,42:38.98,42:55,1:05:36,1:10:38,1:28:41,1:33:45,1:53:45,2:19:57,3:26:28,9:27:14
644,13.94,17.27,28.55,46.66,1:06.15,1:14.43,57.33,2:01.99,4:36.95,1:50.49,2:33.25,3:20.15,5:20.77,5:44.88,7:21.48,8:21.69,11:36.37,13:32.30,12:29.89,20:07.23,42:40.49,42:57,1:05:38,1:10:40,1:28:44,1:33:48,1:53:49,2:20:02,3:26:36,9:27:35
643,,17.28,28.56,46.69,1:06.18,1:14.47,57.36,2:02.06,4:37.10,1:50.55,2:33.32,3:20.26,5:20.94,5:45.06,7:21.72,8:21.99,11:36.76,13:32.85,12:30.31,20:07.92,42:42.00,42:58,1:05:41,1:10:43,1:28:47,1:33:52,1:53:53,2:20:08,3:26:44,9:27:56
642,13.95,17.29,28.57,46.71,1:06.22,1:14.51,57.40,2:02.13,4:37.26,1:50.61,2:33.40,3:20.36,5:21.11,5:45.25,7:21.96,8:22.28,11:37.15,13:33.39,12:30.74,20:08.62,42:43.50,43:00,1:05:43,1:10:45,1:28:50,1:33:55,1:53:57,2:20:13,3:26:52,9:28:17
641,13.96,17.3,28.59,46.73,1:06.25,1:14.56,57.43,2:02.20,4:37.42,1:50.66,2:33.47,3:20.46,5:21.28,5:45.43,7:22.20,8:22.58,11:37.54,13:33.93,12:31.16,20:09.31,42:45.01,43:01,1:05:45,1:10:48,1:28:53,1:33:58,1:54:01,2:20:18,3:27:00,9:28:38
640,,17.31,28.6,46.76,1:06.29,1:14.60,57.46,2:02.27,4:37.58,1:50.72,2:33.55,3:20.56,5:21.45,5:45.61,7:22.44,8:22.87,11:37.93,13:34.47,12:31.59,20:10.01,42:46.52,43:03,1:05:48,1:10:50,1:28:56,1:34:02,1:54:05,2:20:23,3:27:08,9:28:59
639,13.97,17.32,28.61,46.78,1:06.32,1:14.64,57.49,2:02.34,4:37.74,1:50.78,2:33.62,3:20.66,5:21.62,5:45.79,7:22.68,8:23.17,11:38.32,13:35.02,12:32.01,20:10.70,42:48.03,43:04,1:05:50,1:10:53,1:28:59,1:34:05,1:54:10,2:20:28,3:27:16,9:29:20
638,13.98,17.33,28.63,46.81,1:06.35,1:14.69,57.52,2:02.41,4:37.89,1:50.84,2:33.70,3:20.76,5:21.79,5:45.98,7:22.92,8:23.46,11:38.72,13:35.56,12:32.44,20:11.40,42:49.55,43:06,1:05:52,1:10:55,1:29:03,1:34:08,1:54:14,2:20:34,3:27:24,9:29:41
637,,17.34,28.64,46.83,1:06.39,1:14.73,57.55,2:02.48,4:38.05,1:50.89,2:33.77,3:20.86,5:21.96,5:46.16,7:23.16,8:23.76,11:39.11,13:36.11,12:32.86,20:12.10,42:51.06,43:07,1:05:55,1:10:58,1:29:06,1:34:12,1:54:18,2:20:39,3:27:33,9:30:03
636,13.99,17.35,28.65,46.85,1:06.42,1:14.77,57.59,2:02.55,4:38.21,1:50.95,2:33.85,3:20.96,5:22.14,5:46.35,7:23.40,8:24.05,11:39.50,13:36.65,12:33.29,20:12.79,42:52.57,43:09,1:05:57,1:11:00,1:29:09,1:34:15,1:54:22,2:20:44,3:27:41,9:30:24
635,,17.36,28.67,46.88,1:06.46,1:14.82,57.62,2:02.62,4:38.37,1:51.01,2:33.92,3:21.06,5:22.31,5:46.53,7:23.64,8:24.35,11:39.90,13:37.20,12:33.72,20:13.49,42:54.09,43:10,1:05:59,1:11:03,1:29:12,1:34:18,1:54:26,2:20:49,3:27:49,9:30:45
634,14.0,17.37,28.68,46.90,1:06.49,1:14.86,57.65,2:02.69,4:38.53,1:51.06,2:34.00,3:21.17,5:22.48,5:46.71,7:23.88,8:24.64,11:40.29,13:37.74,12:34.14,20:14.19,42:55.61,43:12,1:06:02,1:11:05,1:29:15,1:34:22,1:54:30,2:20:55,3:27:57,9:31:06
633,14.01,17.38,28.69,46.92,1:06.53,1:14.90,57.68,2:02.76,4:38.69,1:51.12,2:34.08,3:21.27,5:22.65,5:46.90,7:24.13,8:24.94,11:40.68,13:38.29,12:34.57,20:14.89,42:57.12,43:13,1:06:04,1:11:08,1:29:18,1:34:25,1:54:34,2:21:00,3:28:05,9:31:27
632,,17.39,28.71,46.95,1:06.56,1:14.95,57.71,2:02.83,4:38.85,1:51.18,2:34.15,3:21.37,5:22.82,5:47.08,7:24.37,8:25.24,11:41.08,13:38.83,12:35.00,20:15.59,42:58.64,43:15,1:06:06,1:11:10,1:29:22,1:34:28,1:54:39,2:21:05,3:28:13,9:31:49
631,14.02,17.4,28.72,46.97,1:06.59,1:14.99,57.75,2:02.90,4:39.01,1:51.24,2:34.23,3:21.47,5:22.99,5:47.27,7:24.61,8:25.53,11:41.47,13:39.38,12:35.43,20:16.29,43:00.16,43:16,1:06:08,1:11:13,1:29:25,1:34:32,1:54:43,2:21:10,3:28:21,9:32:10
630,14.03,17.41,28.73,46.99,1:06.63,1:15.03,57.78,2:02.98,4:39.16,1:51.30,2:34.30,3:21.57,5:23.17,5:47.45,7:24.85,8:25.83,11:41.87,13:39.93,12:35.86,20:16.99,43:01.69,43:18,1:06:11,1:11:15,1:29:28,1:34:35,1:54:47,2:21:16,3:28:30,9:32:31
629,,17.42,28.75,47.02,1:06.66,1:15.08,57.81,2:03.05,4:39.32,1:51.35,2:34.38,3:21.68,5:23.34,5:47.63,7:25.09,8:26.13,11:42.26,13:40.48,12:36.29,20:17.69,43:03.21,43:19,1:06:13,1:11:18,1:29:31,1:34:38,1:54:51,2:21:21,3:28:38,9:32:53
628,14.04,17.43,28.76,47.04,1:06.70,1:15.12,57.84,2:03.12,4:39.48,1:51.41,2:34.45,3:21.78,5:23.51,5:47.82,7:25.34,8:26.42,11:42.66,13:41.03,12:36.72,20:18.39,43:04.73,43:21,1:06:15,1:11:20,1:29:34,1:34:42,1:54:55,2:21:26,3:28:46,9:33:14
627,,17.44,28.77,47.07,1:06.73,1:15.17,57.87,2:03.19,4:39.64,1:51.47,2:34.53,3:21.88,5:23.68,5:48.00,7:25.58,8:26.72,11:43.06,13:41.57,12:37.15,20:19.09,43:06.26,43:22,1:06:18,1:11:23,1:29:37,1:34:45,1:54:59,2:21:32,3:28:54,9:33:35
626,14.05,17.45,28.79,47.09,1:06.77,1:15.21,57.91,2:03.26,4:39.80,1:51.53,2:34.61,3:21.98,5:23.86,5:48.19,7:25.82,8:27.02,11:43.45,13:42.12,12:37.58,20:19.79,43:07.79,43:24,1:06:20,1:11:25,1:29:41,1:34:48,1:55:04,2:21:37,3:29:02,9:33:57
625,14.06,17.46,28.8,47.11,1:06.80,1:15.25,57.94,2:03.33,4:39.96,1:51.58,2:34.68,3:22.08,5:24.03,5:48.37,7:26.06,8:27.32,11:43.85,13:42.67,12:38.01,20:20.50,43:09.31,43:25,1:06:22,1:11:28,1:29:44,1:34:52,1:55:08,2:21:42,3:29:10,9:34:18
624,,17.47,28.81,47.14,1:06.84,1:15.30,57.97,2:03.40,4:40.12,1:51.64,2:34.76,3:22.19,5:24.20,5:48.56,7:26.31,8:27.62,11:44.25,13:43.22,12:38.44,20:21.20,43:10.84,43:27,1:06:25,1:11:30,1:29:47,1:34:55,1:55:12,2:21:47,3:29:19,9:34:39
623,14.07,17.48,28.83,47.16,1:06.87,1:15.34,58.00,2:03.47,4:40.28,1:51.70,2:34.84,3:22.29,5:24.37,5:48.75,7:26.55,8:27.91,11:44.64,13:43.77,12:38.87,20:21.91,43:12.37,43:28,1:06:27,1:11:33,1:29:50,1:34:58,1:55:16,2:21:53,3:29:27,9:35:01
622,14.08,17.49,28.84,47.19,1:06.91,1:15.38,58.03,2:03.54,4:40.44,1:51.76,2:34.91,3:22.39,5:24.55,5:48.93,7:26.80,8:28.21,11:45.04,13:44.32,12:39.30,20:22.61,43:13.91,43:30,1:06:29,1:11:35,1:29:53,1:35:02,1:55:20,2:21:58,3:29:35,9:35:22
621,,17.5,28.85,47.21,1:06.94,1:15.43,58.07,2:03.61,4:40.60,1:51.82,2:34.99,3:22.49,5:24.72,5:49.12,7:27.04,8:28.51,11:45.44,13:44.88,12:39.73,20:23.32,43:15.44,43:31,1:06:32,1:11:38,1:29:56,1:35:05,1:55:25,2:22:03,3:29:43,9:35:44
620,14.09,17.51,28.87,47.23,1:06.97,1:15.47,58.10,2:03.68,4:40.76,1:51.87,2:35.07,3:22.60,5:24.89,5:49.30,7:27.28,8:28.81,11:45.84,13:45.43,12:40.16,20:24.02,43:16.97,43:33,1:06:34,1:11:40,1:30:00,1:35:09,1:55:29,2:22:09,3:29:52,9:36:05
619,14.1,17.52,28.88,47.26,1:07.01,1:15.52,58.13,2:03.76,4:40.93,1:51.93,2:35.14,3:22.70,5:25.07,5:49.49,7:27.53,8:29.11,11:46.24,13:45.98,12:40.60,20:24.73,43:18.51,43:34,1:06:37,1:11:43,1:30:03,1:35:12,1:55:33,2:22:14,3:30:00,9:36:27
618,,17.53,28.89,47.28,1:07.04,1:15.56,58.16,2:03.83,4:41.09,1:51.99,2:35.22,3:22.80,5:25.24,5:49.68,7:27.77,8:29.41,11:46.64,13:46.53,12:41.03,20:25.44,43:20.04,43:36,1:06:39,1:11:45,1:30:06,1:35:15,1:55:37,2:22:19,3:30:08,9:36:48
617,14.11,17.54,28.91,47.31,1:07.08,1:15.60,58.19,2:03.90,4:41.25,1:52.05,2:35.30,3:22.91,5:25.41,5:49.86,7:28.02,8:29.71,11:47.04,13:47.09,12:41.46,20:26.14,43:21.58,43:38,1:06:41,1:11:48,1:30:09,1:35:19,1:55:41,2:22:25,3:30:16,9:37:10
616,,17.55,28.92,47.33,1:07.11,1:15.65,58.23,2:03.97,4:41.41,1:52.11,2:35.37,3:23.01,5:25.59,5:50.05,7:28.26,8:30.01,11:47.44,13:47.64,12:41.90,20:26.85,43:23.12,43:39,1:06:44,1:11:51,1:30:12,1:35:22,1:55:46,2:22:30,3:30:25,9:37:31
615,14.12,17.56,28.93,47.35,1:07.15,1:15.69,58.26,2:04.04,4:41.57,1:52.17,2:35.45,3:23.11,5:25.76,5:50.23,7:28.51,8:30.31,11:47.84,13:48.19,12:42.33,20:27.56,43:24.66,43:41,1:06:46,1:11:53,1:30:16,1:35:26,1:55:50,2:22:35,3:30:33,9:37:53
614,14.13,17.57,28.95,47.38,1:07.18,1:15.74,58.29,2:04.11,4:41.73,1:52.22,2:35.53,3:23.21,5:25.94,5:50.42,7:28.75,8:30.61,11:48.24,13:48.75,12:42.76,20:28.27,43:26.20,43:42,1:06:48,1:11:56,1:30:19,1:35:29,1:55:54,2:22:41,3:30:41,9:38:14
613,,17.58,28.96,47.40,1:07.22,1:15.78,58.32,2:04.18,4:41.89,1:52.28,2:35.60,3:23.32,5:26.11,5:50.61,7:29.00,8:30.91,11:48.64,13:49.30,12:43.20,20:28.98,43:27.75,43:44,1:06:51,1:11:58,1:30:22,1:35:32,1:55:58,2:22:46,3:30:49,9:38:36
612,14.14,17.59,28.97,47.43,1:07.25,1:15.83,58.36,2:04.26,4:42.05,1:52.34,2:35.68,3:23.42,5:26.29,5:50.80,7:29.24,8:31.21,11:49.04,13:49.86,12:43.63,20:29.69,43:29.29,43:45,1:06:53,1:12:01,1:30:25,1:35:36,1:56:03,2:22:51,3:30:58,9:38:58
611,14.15,17.6,28.99,47.45,1:07.29,1:15.87,58.39,2:04.33,4:42.22,1:52.40,2:35.76,3:23.52,5:26.46,5:50.98,7:29.49,8:31.51,11:49.44,13:50.41,12:44.07,20:30.40,43:30.84,43:47,1:06:55,1:12:03,1:30:28,1:35:39,1:56:07,2:22:57,3:31:06,9:39:19
610,,17.61,29.0,47.48,1:07.32,1:15.91,58.42,2:04.40,4:42.38,1:52.46,2:35.83,3:23.63,5:26.64,5:51.17,7:29.73,8:31.82,11:49.84,13:50.97,12:44.51,20:31.12,43:32.38,43:48,1:06:58,1:12:06,1:30:32,1:35:43,1:56:11,2:23:02,3:31:14,9:39:41
609,14.16,17.63,29.01,47.50,1:07.36,1:15.96,58.45,2:04.47,4:42.54,1:52.52,2:35.91,3:23.73,5:26.81,5:51.36,7:29.98,8:32.12,11:50.24,13:51.53,12:44.94,20:31.83,43:33.93,43:50,1:07:00,1:12:08,1:30:35,1:35:46,1:56:15,2:23:07,3:31:23,9:40:03
608,14.17,17.64,29.03,47.52,1:07.39,1:16.00,58.49,2:04.54,4:42.70,1:52.58,2:35.99,3:23.84,5:26.99,5:51.55,7:30.23,8:32.42,11:50.64,13:52.09,12:45.38,20:32.54,43:35.48,43:51,1:07:02,1:12:11,1:30:38,1:35:49,1:56:20,2:23:13,3:31:31,9:40:24
607,,17.65,29.04,47.55,1:07.43,1:16.05,58.52,2:04.62,4:42.86,1:52.63,2:36.07,3:23.94,5:27.16,5:51.73,7:30.47,8:32.72,11:51.05,13:52.64,12:45.81,20:33.26,43:37.03,43:53,1:07:05,1:12:13,1:30:41,1:35:53,1:56:24,2:23:18,3:31:39,9:40:46
606,14.18,17.66,29.05,47.57,1:07.46,1:16.09,58.55,2:04.69,4:43.03,1:52.69,2:36.14,3:24.04,5:27.34,5:51.92,7:30.72,8:33.03,11:51.45,13:53.20,12:46.25,20:33.97,43:38.58,43:54,1:07:07,1:12:16,1:30:45,1:35:56,1:56:28,2:23:24,3:31:47,9:41:08
605,14.19,17.67,29.07,47.60,1:07.50,1:16.14,58.58,2:04.76,4:43.19,1:52.75,2:36.22,3:24.15,5:27.51,5:52.11,7:30.97,8:33.33,11:51.85,13:53.76,12:46.69,20:34.68,43:40.13,43:56,1:07:10,1:12:19,1:30:48,1:36:00,1:56:32,2:23:29,3:31:56,9:41:29
604,,17.68,29.08,47.62,1:07.53,1:16.18,58.62,2:04.83,4:43.35,1:52.81,2:36.30,3:24.25,5:27.69,5:52.30,7:31.21,8:33.63,11:52.26,13:54.32,12:47.13,20:35.40,43:41.69,43:57,1:07:12,1:12:21,1:30:51,1:36:03,1:56:37,2:23:34,3:32:04,9:41:51
603,14.2,17.69,29.1,47.64,1:07.57,1:16.23,58.65,2:04.90,4:43.52,1:52.87,2:36.38,3:24.36,5:27.86,5:52.49,7:31.46,8:33.93,11:52.66,13:54.88,12:47.57,20:36.12,43:43.24,43:59,1:07:14,1:12:24,1:30:54,1:36:06,1:56:41,2:23:40,3:32:12,9:42:13
602,,17.7,29.11,47.67,1:07.60,1:16.27,58.68,2:04.98,4:43.68,1:52.93,2:36.45,3:24.46,5:28.04,5:52.68,7:31.71,8:34.24,11:53.06,13:55.44,12:48.00,20:36.83,43:44.80,44:01,1:07:17,1:12:26,1:30:58,1:36:10,1:56:45,2:23:45,3:32:21,9:42:35
601,14.21,17.71,29.12,47.69,1:07.64,1:16.31,58.71,2:05.05,4:43.84,1:52.99,2:36.53,3:24.56,5:28.22,5:52.87,7:31.96,8:34.54,11:53.47,13:56.00,12:48.44,20:37.55,43:46.36,44:02,1:07:19,1:12:29,1:31:01,1:36:13,1:56:49,2:23:51,3:32:29,9:42:57
600,14.22,17.72,29.14,47.72,1:07.67,1:16.36,58.75,2:05.12,4:44.00,1:53.05,2:36.61,3:24.67,5:28.39,5:53.05,7:32.21,8:34.85,11:53.87,13:56.56,12:48.88,20:38.27,43:47.92,44:04,1:07:22,1:12:31,1:31:04,1:36:17,1:56:54,2:23:56,3:32:38,9:43:18
599,,17.73,29.15,47.74,1:07.71,1:16.40,58.78,2:05.19,4:44.17,1:53.11,2:36.69,3:24.77,5:28.57,5:53.24,7:32.45,8:35.15,11:54.28,13:57.12,12:49.32,20:38.99,43:49.48,44:05,1:07:24,1:12:34,1:31:07,1:36:20,1:56:58,2:24:01,3:32:46,9:43:40
598,14.23,17.74,29.16,47.77,1:07.74,1:16.45,58.81,2:05.27,4:44.33,1:53.17,2:36.76,3:24.88,5:28.74,5:53.43,7:32.70,8:35.46,11:54.68,13:57.68,12:49.76,20:39.70,43:51.04,44:07,1:07:26,1:12:37,1:31:10,1:36:24,1:57:02,2:24:07,3:32:54,9:44:02
597,14.24,17.75,29.18,47.79,1:07.78,1:16.49,58.84,2:05.34,4:44.50,1:53.23,2:36.84,3:24.98,5:28.92,5:53.62,7:32.95,8:35.76,11:55.09,13:58.25,12:50.20,20:40.42,43:52.60,44:08,1:07:29,1:12:39,1:31:14,1:36:27,1:57:06,2:24:12,3:33:03,9:44:24
596,,17.76,29.19,47.82,1:07.82,1:16.54,58.88,2:05.41,4:44.66,1:53.28,2:36.92,3:25.09,5:29.10,5:53.81,7:33.20,8:36.07,11:55.50,13:58.81,12:50.64,20:41.14,43:54.17,44:10,1:07:31,1:12:42,1:31:17,1:36:31,1:57:11,2:24:18,3:33:11,9:44:46
595,14.25,17.77,29.2,47.84,1:07.85,1:16.58,58.91,2:05.48,4:44.82,1:53.34,2:37.00,3:25.19,5:29.27,5:54.00,7:33.45,8:36.37,11:55.90,13:59.37,12:51.08,20:41.87,43:55.73,44:11,1:07:33,1:12:44,1:31:20,1:36:34,1:57:15,2:24:23,3:33:20,9:45:08
594,14.26,17.78,29.22,47.86,1:07.89,1:16.63,58.94,2:05.56,4:44.99,1:53.40,2:37.08,3:25.30,5:29.45,5:54.19,7:33.70,8:36.68,11:56.31,13:59.94,12:51.53,20:42.59,43:57.30,44:13,1:07:36,1:12:47,1:31:24,1:36:37,1:57:19,2:24:28,3:33:28,9:45:30
593,,17.79,29.23,47.89,1:07.92,1:16.67,58.98,2:05.63,4:45.15,1:53.46,2:37.16,3:25.40,5:29.63,5:54.38,7:33.95,8:36.98,11:56.72,14:00.50,12:51.97,20:43.31,43:58.87,44:14,1:07:38,1:12:49,1:31:27,1:36:41,1:57:24,2:24:34,3:33:36,9:45:52
592,14.27,17.8,29.25,47.91,1:07.96,1:16.72,59.01,2:05.70,4:45.32,1:53.52,2:37.23,3:25.51,5:29.81,5:54.57,7:34.20,8:37.29,11:57.13,14:01.06,12:52.41,20:44.03,44:00.44,44:16,1:07:41,1:12:52,1:31:30,1:36:44,1:57:28,2:24:39,3:33:45,9:46:14
591,14.28,17.81,29.26,47.94,1:07.99,1:16.76,59.04,2:05.77,4:45.48,1:53.58,2:37.31,3:25.61,5:29.98,5:54.76,7:34.45,8:37.60,11:57.53,14:01.63,12:52.85,20:44.75,44:02.01,44:18,1:07:43,1:12:55,1:31:33,1:36:48,1:57:32,2:24:45,3:33:53,9:46:36
590,,17.82,29.27,47.96,1:08.03,1:16.81,59.08,2:05.85,4:45.64,1:53.64,2:37.39,3:25.72,5:30.16,5:54.95,7:34.70,8:37.90,11:57.94,14:02.20,12:53.30,20:45.48,44:03.58,44:19,1:07:45,1:12:57,1:31:37,1:36:51,1:57:37,2:24:50,3:34:02,9:46:58
589,14.29,17.83,29.29,47.99,1:08.06,1:16.85,59.11,2:05.92,4:45.81,1:53.70,2:37.47,3:25.82,5:30.34,5:55.14,7:34.95,8:38.21,11:58.35,14:02.76,12:53.74,20:46.20,44:05.16,44:21,1:07:48,1:13:00,1:31:40,1:36:55,1:57:41,2:24:56,3:34:10,9:47:20
588,14.3,17.84,29.3,48.01,1:08.10,1:16.90,59.14,2:05.99,4:45.97,1:53.76,2:37.55,3:25.93,5:30.52,5:55.34,7:35.20,8:38.52,11:58.76,14:03.33,12:54.18,20:46.93,44:06.73,44:22,1:07:50,1:13:02,1:31:43,1:36:58,1:57:45,2:25:01,3:34:18,9:47:42
587,,17.85,29.31,48.04,1:08.14,1:16.94,59.17,2:06.07,4:46.14,1:53.82,2:37.63,3:26.03,5:30.70,5:55.53,7:35.45,8:38.82,11:59.17,14:03.90,12:54.63,20:47.65,44:08.31,44:24,1:07:53,1:13:05,1:31:46,1:37:02,1:57:49,2:25:07,3:34:27,9:48:04
586,14.31,17.86,29.33,48.06,1:08.17,1:16.99,59.21,2:06.14,4:46.30,1:53.88,2:37.71,3:26.14,5:30.87,5:55.72,7:35.70,8:39.13,11:59.58,14:04.46,12:55.07,20:48.38,44:09.89,44:25,1:07:55,1:13:08,1:31:50,1:37:05,1:57:54,2:25:12,3:34:35,9:48:26
585,14.32,17.87,29.34,48.09,1:08.21,1:17.03,59.24,2:06.21,4:46.47,1:53.94,2:37.78,3:26.24,5:31.05,5:55.91,7:35.95,8:39.44,11:59.99,14:05.03,12:55.52,20:49.11,44:11.47,44:27,1:07:58,1:13:10,1:31:53,1:37:09,1:57:58,2:25:18,3:34:44,9:48:48
584,,17.88,29.36,48.11,1:08.24,1:17.08,59.27,2:06.29,4:46.64,1:54.00,2:37.86,3:26.35,5:31.23,5:56.10,7:36.20,8:39.75,12:00.40,14:05.60,12:55.96,20:49.83,44:13.05,44:29,1:08:00,1:13:13,1:31:56,1:37:12,1:58:02,2:25:23,3:34:52,9:49:10
583,14.33,17.89,29.37,48.14,1:08.28,1:17.12,59.31,2:06.36,4:46.80,1:54.06,2:37.94,3:26.46,5:31.41,5:56.29,7:36.45,8:40.06,12:00.81,14:06.17,12:56.41,20:50.56,44:14.63,44:30,1:08:02,1:13:15,1:32:00,1:37:16,1:58:07,2:25:28,3:35:01,9:49:32
582,14.34,17.9,29.38,48.16,1:08.31,1:17.17,59.34,2:06.43,4:46.97,1:54.12,2:38.02,3:26.56,5:31.59,5:56.48,7:36.71,8:40.37,12:01.22,14:06.74,12:56.85,20:51.29,44:16.21,44:32,1:08:05,1:13:18,1:32:03,1:37:19,1:58:11,2:25:34,3:35:09,9:49:54
581,,17.91,29.4,48.19,1:08.35,1:17.22,59.37,2:06.51,4:47.13,1:54.18,2:38.10,3:26.67,5:31.77,5:56.68,7:36.96,8:40.67,12:01.63,14:07.31,12:57.30,20:52.02,44:17.80,44:33,1:08:07,1:13:21,1:32:06,1:37:23,1:58:15,2:25:39,3:35:18,9:50:17
580,14.35,17.92,29.41,48.21,1:08.39,1:17.26,59.41,2:06.58,4:47.30,1:54.24,2:38.18,3:26.77,5:31.95,5:56.87,7:37.21,8:40.98,12:02.04,14:07.88,12:57.75,20:52.75,44:19.38,44:35,1:08:10,1:13:23,1:32:09,1:37:26,1:58:20,2:25:45,3:35:26,9:50:39
579,14.36,17.93,29.42,48.23,1:08.42,1:17.31,59.44,2:06.65,4:47.46,1:54.30,2:38.26,3:26.88,5:32.13,5:57.06,7:37.46,8:41.29,12:02.46,14:08.45,12:58.19,20:53.48,44:20.97,44:36,1:08:12,1:13:26,1:32:13,1:37:30,1:58:24,2:25:50,3:35:35,9:51:01
578,,17.94,29.44,48.26,1:08.46,1:17.35,59.47,2:06.73,4:47.63,1:54.36,2:38.34,3:26.99,5:32.31,5:57.25,7:37.72,8:41.60,12:02.87,14:09.02,12:58.64,20:54.21,44:22.56,44:38,1:08:14,1:13:29,1:32:16,1:37:33,1:58:29,2:25:56,3:35:43,9:51:23
